Number of header lines; NASA Ames sub-format code,44,3010
Name of data creator,None
Institute of data creator,Data held at British Atmospheric Data Centre (BADC), Rutherford Appleton Laboratory, UK.
Instrument or model name,None
Project name,None
File number; Total number of files,1,1
Starting date of data (YYYY MM DD); File creation date (YYYY MM DD),999 999 999,2021 3 22
Interval between coordinate variable values (zero if not used),0.5,0.5,0
Length of coordinate variables,8,6
Number of coordinate variable values explicity defined in header,3,3
Values of coordinate variable,-91.750,-91.250,-90.750
Values of coordinate variable,16.250,16.750,17.250
Name of coordinate variable (with units) 1,longitude (degrees_east)
Name of coordinate variable (with units) 2,latitude (degrees_north)
Name of coordinate variable (with units) 3,time (days since 1900-1-1)
Number of primary variables defined,1
Scale factors for each primary variable,1
Missing values for each primary variable,-9999.999
Name of primary variable (with units) 1,near-surface temperature (degrees Celsius)
Number of auxiliary variables,0
Number of lines of special comments,12
Special comments line 1,==== Special Comments follow ====
Special comments line 2,=== Additional Variable Attributes defined in the source file ===
Special comments line 3,== Variable attributes from source (NetCDF) file follow ==
Special comments line 4,  Variable tmp: near-surface temperature (degrees Celsius)
Special comments line 5,    correlation_decay_distance = 1200.0
Special comments line 6,    name = variable_91
Special comments line 7,    _FillValue = -9999.999
Special comments line 8,    datatype = Float
Special comments line 9,    long_name = near-surface temperature
Special comments line 10,    units = degrees Celsius
Special comments line 11,== Variable attributes from source (NetCDF) file end ==
Special comments line 12,==== Special Comments end ====
Number of lines of normal comments,10
Normal comments line 1,Comment = Access to these data is available to any registered CEDA user.
Normal comments line 2,Title = CRU TS4.04
Normal comments line 3,Institution = Data held at British Atmospheric Data Centre, RAL, UK.
Normal comments line 4,Contact = support@ceda.ac.uk
Normal comments line 5,References = Information on the data is available at http://badc.nerc.ac.uk/data/cru/
Normal comments line 6,Calendar = gregorian
Normal comments line 7,Conventions = CF-1.4
Normal comments line 8,Id = none
Normal comments line 9,History = Thu 16 Apr 2020 02:46:38 BST : User ianharris : Program makegridsauto.for called by update.for [2020-11-3 16:7:33] /usr/local/cows_venv_py27/cows_venv/bin/cdscan --exclude stn -x cdmls/cru_ts_4.04_gridded.xml -t time /badc/cru/data/cru_ts/cru_ts_4.04/data/cld/cru_ts4.04.1901.2019.cld.dat.nc /badc/cru/data/cru_ts/cru_ts_4.04/data/dtr/cru_ts4.04.1901.2019.dtr.dat.nc /bad ...
Normal comments line 10,2021-22-37T10:37:13 - Data extracted by Web Processing Service process.
Data section,11337.0
Data section,16.7,21.0,22.5,22.9,21.7,20.5,22.1,23.7
Data section,19.3,20.3,22.0,22.6,21.5,20.2,19.4,22.4
Data section,20.8,21.6,22.2,22.3,21.5,21.4,21.5,22.4
Data section,22.5,22.1,21.9,21.8,21.3,21.5,22.2,22.6
Data section,22.5,22.2,21.9,21.6,21.0,20.9,21.8,22.6
Data section,22.5,22.4,21.8,21.4,21.0,20.9,21.6,22.3
Data section,11367.0
Data section,18.1,22.5,23.9,24.3,23.1,21.9,23.2,24.8
Data section,20.7,21.7,23.4,23.9,22.8,21.5,20.6,23.2
Data section,22.4,23.2,23.8,23.7,22.9,22.7,22.6,23.4
Data section,24.4,24.0,23.7,23.4,22.8,22.9,23.4,23.8
Data section,24.3,23.9,23.6,23.3,22.7,22.5,23.2,23.8
Data section,24.0,23.9,23.5,23.2,22.8,22.7,23.1,23.5
Data section,11396.0
Data section,18.9,22.9,24.3,24.6,23.6,22.4,23.8,25.4
Data section,21.6,22.4,24.1,24.5,23.3,22.1,21.2,23.6
Data section,23.3,24.0,24.6,24.4,23.4,23.0,22.9,23.7
Data section,25.2,24.7,24.5,24.3,23.5,23.4,23.7,24.0
Data section,25.1,24.8,24.5,24.2,23.6,23.2,23.5,23.7
Data section,24.5,24.7,24.5,24.3,23.8,23.5,23.5,23.7
Data section,11427.0
Data section,20.2,24.5,26.0,26.3,25.1,23.8,25.0,26.7
Data section,23.1,24.1,26.0,26.4,25.2,23.9,23.0,25.1
Data section,25.3,26.1,26.7,26.6,25.5,25.1,24.7,25.0
Data section,27.4,27.1,26.8,26.5,25.7,25.5,25.4,25.4
Data section,27.3,27.2,27.0,26.7,25.9,25.4,25.4,25.3
Data section,26.4,27.0,26.9,26.7,26.3,25.8,25.5,25.4
Data section,11457.0
Data section,20.6,25.0,26.6,27.1,26.1,25.0,26.2,27.4
Data section,23.7,24.9,26.8,27.3,26.3,25.2,24.4,26.2
Data section,26.1,27.0,27.6,27.4,26.6,26.2,25.9,26.3
Data section,28.3,28.0,27.7,27.4,26.7,26.5,26.6,26.6
Data section,28.2,28.0,27.8,27.5,26.9,26.4,26.5,26.6
Data section,27.4,28.0,27.7,27.5,27.1,26.7,26.6,26.5
Data section,11488.0
Data section,20.6,25.0,26.7,27.3,26.5,25.7,26.9,27.7
Data section,23.7,24.9,26.9,27.4,26.7,25.7,24.9,26.8
Data section,26.0,26.9,27.6,27.6,26.9,26.7,26.4,26.8
